critic,fresh,imdb,publication,quote,review_date,rtid,title
Mick LaSalle,rotten,192255.0,San Francisco Chronicle,The results are predictable and only mildly entertaining.,2000-01-01,10259.0,The Little Vampire
Lawrence Van Gelder,fresh,192255.0,New York Times,"Not often does a family film come along that is literate, clever, mischievous and just plain fun.",2000-01-01,10259.0,The Little Vampire
Owen Gleiberman,rotten,192255.0,Entertainment Weekly,A nightmare of blandness.,2000-01-01,10259.0,The Little Vampire
James Berardinelli,rotten,192255.0,ReelViews,"Bram Stoker, F.W. Muranu, and Bela Lugosi would turn over in their graves if they found out.",2000-01-01,10259.0,The Little Vampire
Roger Ebert,rotten,192255.0,Chicago Sun-Times,"The costumes are neat, the photography is great -- all the pieces are on hand, but they don't fit.",2000-01-01,10259.0,The Little Vampire
Michael O'Sullivan,fresh,192255.0,Washington Post,Very funny in a way reminiscent of Babe: Pig in the City.,2000-01-01,10259.0,The Little Vampire
Desmond Ryan,rotten,192255.0,Philadelphia Inquirer,There's a fair amount of material in The Little Vampire that younger kids might find quite disturbing.,2000-01-01,10259.0,The Little Vampire
Lou Lumenick,fresh,192255.0,New York Post,A guaranteed crowd-pleaser for the whole family.,2000-01-01,10259.0,The Little Vampire
Paul Clinton (CNN.com),rotten,192255.0,CNN.com,"If you're expecting Haagen Dazs, prepare for ice milk instead. It's not a horrible film, but it's not a good one, either.",2000-01-01,10259.0,The Little Vampire
Robert Cashill,rotten,199753.0,Newsweek,Zero gravity.,2008-06-18,11080.0,Red Planet
Geoff Andrew,none,199753.0,Time Out,,2006-06-24,11080.0,Red Planet
,rotten,199753.0,Globe and Mail,,2002-03-22,11080.0,Red Planet
Paul Tatara,rotten,199753.0,CNN.com,A hardware-based endurance test that looks spectacular and is only slightly more exciting than a nine-hour cricket match.,2000-01-01,11080.0,Red Planet
Owen Gleiberman,rotten,199753.0,Entertainment Weekly,[The actors] stand around mouthing dry as Martian dust dialogue.,2000-01-01,11080.0,Red Planet
John Anderson,rotten,199753.0,Newsday,"Any movie that requires this much narration-background, plot line and introductions to each and every character-is as deprived of oxygen as outer space.",2000-01-01,11080.0,Red Planet
Jonathan Foreman,rotten,199753.0,New York Post,"Red Planet isn't as bad as the year's first abysmal Martian movie, Mission to Mars, but it's pretty close.",2000-01-01,11080.0,Red Planet
Stephen Holden,rotten,199753.0,New York Times,"What human speech manages to break through the tedious, impenetrable jargon is so compressed and weighted with exposition that it feels more like notes for an outline than actual conversation.",2000-01-01,11080.0,Red Planet
Kevin Thomas,rotten,199753.0,Los Angeles Times,"There's precious little sense of adventure, suspense or excitement and no sense of fun.",2000-01-01,11080.0,Red Planet
Kirk Honeycutt,rotten,199753.0,Hollywood Reporter,"Crash-lands in a desert of one-note characters, banal dialogue and a general lack of excitement or tension.",2000-01-01,11080.0,Red Planet
Mark Caro,rotten,199753.0,Chicago Tribune,"The year's second Mars movie isn't as laughable as the first, Brian De Palma's Mission to Mars, but it also offers far fewer signs of life.",2000-01-01,11080.0,Red Planet
Todd McCarthy,rotten,199753.0,Variety,As dull and arid as a hike through the desert.,2000-01-01,11080.0,Red Planet
Eric Harrison,rotten,199753.0,Houston Chronicle,Red Planet seems powered by a 'Cool Stuff' aesthetics -- it's full of bits and pieces that don't add up to anything or make much of an impression.,2000-01-01,11080.0,Red Planet
Jay Carr,rotten,199753.0,Boston Globe,"Red Planet is a giant roach motel of a movie, where actors check in but don't check out.",2000-01-01,11080.0,Red Planet
Roger Ebert,fresh,199753.0,Chicago Sun-Times,"The story's strong point isn't psychological depth or complex relationships, but brainy scientists trying to think their way out of a box that grows smaller every minute.",2000-01-01,11080.0,Red Planet
Michael Atkinson,rotten,199753.0,Mr. Showbiz,"A programmatic wash, suitable for the bottom half of a double bill, perhaps, if only we had such things anymore.",2000-01-01,11080.0,Red Planet
Eleanor Ringel Gillespie,rotten,199753.0,Atlanta Journal-Constitution,"Early on, Lucy informs the crew there's been a 'failure to engage.' I think she was talking about the movie.",2000-01-01,11080.0,Red Planet
Susan Stark,fresh,199753.0,Detroit News,"The next time any movie tells you the Martians are coming, choose the better part of valor: Just duck.",2000-01-01,11080.0,Red Planet
Robert Denerstein,rotten,199753.0,Denver Rocky Mountain News,,2000-01-01,11080.0,Red Planet
Robert Horton,rotten,199753.0,Film.com,"Despite the persuasive scenery, director Antony Hoffman can't figure out a way to build scenes, or momentum, or much of anything.",2000-01-01,11080.0,Red Planet
Emanuel Levy,rotten,197096.0,Variety,"This valentine to the cultural diversity that defines L.A. is a second-tier Altman (or even Paul Thomas Anderson)a broad, accessible comedy that contrasts four large and dynamic families residing on the same street: Latino, black, Jewish, and Asian.",2006-12-20,10797.0,What's Cooking?
,none,197096.0,Time Out,,2006-02-11,10797.0,What's Cooking?
Robert Denerstein,none,197096.0,Denver Rocky Mountain News,,2001-02-07,10797.0,What's Cooking?
Bruce Westbrook,rotten,197096.0,Houston Chronicle,The film's gluttonous overkill of food is matched only by its overacting.,2000-01-01,10797.0,What's Cooking?
Ernest Hardy,rotten,197096.0,Film.com,The film collapses under the weight of stereotypes and a hackneyed concept.,2000-01-01,10797.0,What's Cooking?
Bob Graham,fresh,197096.0,San Francisco Chronicle,"Patient viewers will find that by the time the sparks start to fly and the tears to flow, the wait will have been worth it, to say nothing of the laughs.",2000-01-01,10797.0,What's Cooking?
Kevin Thomas,fresh,197096.0,Los Angeles Times,Has unexpected substance and is a formidable accomplishment in that it brings dimension to its nearly 40 principal characters.,2000-01-01,10797.0,What's Cooking?
Jonathan Foreman,fresh,197096.0,New York Post,This film is lighthearted and smart enough to be one of the best Altmanesque ensemble comedies of the last couple of years.,2000-01-01,10797.0,What's Cooking?
Jay Carr,rotten,197096.0,Boston Globe,The brouhahas are more undercooked than the birds.,2000-01-01,10797.0,What's Cooking?
Kirk Honeycutt,fresh,197096.0,Hollywood Reporter,"For a canvas this broad, the portraiture is exceptionally fine.",2000-01-01,10797.0,What's Cooking?
A.O. Scott,fresh,197096.0,New York Times,"It's a meal you may feel you've eaten before, but you nonetheless walk away stuffed and happy.",2000-01-01,10797.0,What's Cooking?
,none,197096.0,Ebert & Roeper,,2000-01-01,10797.0,What's Cooking?
Kevin Maynard,rotten,197096.0,Mr. Showbiz,"It's nothing if not well-intentioned, but <i.What's Cooking? is too schematic to serve up truly tasty holiday comfort food.",2000-01-01,10797.0,What's Cooking?
Roger Ebert,fresh,197096.0,Chicago Sun-Times,"Because the stories are so skillfully threaded together, the movie doesn't feel like an exercise: Each of the stories stands on its own.",2000-01-01,10797.0,What's Cooking?
Susan Stark,rotten,197096.0,Detroit News,It wears both its heart and its politics too obviously on its sleeve for comfort.,2000-01-01,10797.0,What's Cooking?
Ty Burr,fresh,197096.0,Entertainment Weekly,"Like the meal itself, the movie's both filling and familiar.",2000-01-01,10797.0,What's Cooking?
Jan Stuart,fresh,197096.0,Newsday,The writers observe each family with a knowing eye and a miraculously even hand that lends the jokes the ring of truth.,2000-01-01,10797.0,What's Cooking?
Mark Caro,rotten,197096.0,Chicago Tribune,A glorified TV movie.,2000-01-01,10797.0,What's Cooking?
James Berardinelli,rotten,197096.0,ReelViews,The kind of obvious theatrics employed by Chadha do a great disservice to both her characters and her audience.,2000-01-01,10797.0,What's Cooking?
Paul Tatara,rotten,197096.0,CNN.com,"Chadha tries to keep so many balls in the air at once, she can't generate any steam in the individual stories.",2000-01-01,10797.0,What's Cooking?
David Edelstein,rotten,170016.0,Slate,"Five-year-olds might go for it, but people who grew up with Jones' version will be looking at their watches and grinding their teeth.",2008-02-05,10401.0,How the Grinch Stole Christmas
Lisa Alspector,rotten,170016.0,Chicago Reader,"Cloying fancy gives way to gross-out comedy, twisted social commentary, affecting pathos, and weirdly sexualized romance in this lurid live-action version of the classic children's book.",2008-02-05,10401.0,How the Grinch Stole Christmas
Todd McCarthy,rotten,170016.0,Variety,"Shrill, strenuous and entirely without charm.",2008-02-05,10401.0,How the Grinch Stole Christmas
,fresh,170016.0,Time Out,This cinematic candy floss honours the Seussian universe by satirising our own. And Carrey's comic tornado of a performance is a triumph.,2006-06-24,10401.0,How the Grinch Stole Christmas
Rick Groen,fresh,170016.0,Globe and Mail,How the Grinch stole Christmas is one kind of larceny. How Jim Carrey steals the picture is another matter entirely.,2002-03-19,10401.0,How the Grinch Stole Christmas
J. Hoberman,rotten,170016.0,Village Voice,Perhaps 20 minutes too long and subject to torpor.,2001-08-17,10401.0,How the Grinch Stole Christmas
Robert Denerstein,fresh,170016.0,Denver Rocky Mountain News,,2000-01-01,10401.0,How the Grinch Stole Christmas
Robert Horton,fresh,170016.0,Film.com,Ron Howard seems much more engaged by the anarchy and mischief of the Grinch than he does with the pleasantries and communal feeling in Whoville. Perhaps there's hope for him yet.,2000-01-01,10401.0,How the Grinch Stole Christmas
Sean Means,rotten,170016.0,Film.com,The heart of this movie isn't two sizes too small; it's just slightly misplaced.,2000-01-01,10401.0,How the Grinch Stole Christmas
Susan Stark,fresh,170016.0,Detroit News,"Dr. Seuss' How the Grinch Stole Christmas means to amaze, beguile, delight. And it will.",2000-01-01,10401.0,How the Grinch Stole Christmas
Jay Carr,fresh,170016.0,Boston Globe,An instant classic that will keep people streaming into multiplexes this year and for many more to come.,2000-01-01,10401.0,How the Grinch Stole Christmas
Kevin Maynard,rotten,170016.0,Mr. Showbiz,You've got a stinker that deserves to be locked away in the yuletide bomb shelter along with Scrooged and Santa Claus: The Movie.,2000-01-01,10401.0,How the Grinch Stole Christmas
Owen Gleiberman,fresh,170016.0,Entertainment Weekly,"This is Jim Carrey's show, and he just about wraps the movie around his spindly green middle finger.",2000-01-01,10401.0,How the Grinch Stole Christmas
Steve Murray,fresh,170016.0,Atlanta Journal-Constitution,"It's the rare holiday movie that manages to entertain the kid in all of us, without forgetting that grownups love the Grinch, too.",2000-01-01,10401.0,How the Grinch Stole Christmas
Eric Harrison,fresh,170016.0,Houston Chronicle,Generally delightful live-action adaptation of the children's classic.,2000-01-01,10401.0,How the Grinch Stole Christmas
Paul Clinton (CNN.com),fresh,170016.0,CNN.com,"If you have little moviegoers around for the holidays, you should still make the trip to Whovillie.",2000-01-01,10401.0,How the Grinch Stole Christmas
Roger Ebert,rotten,170016.0,Chicago Sun-Times,I think a lot of children are going to look at this movie with perplexity and distaste.,2000-01-01,10401.0,How the Grinch Stole Christmas
Kenneth Turan,fresh,170016.0,Los Angeles Times,"Dr. Seuss' How the Grinch Stole Christmas is one overstuffed movie, but it's by no means a turkey.",2000-01-01,10401.0,How the Grinch Stole Christmas
Jonathan Foreman,fresh,170016.0,New York Post,"Actually pretty entertaining, even for grown-ups, once you get through the first 10.",2000-01-01,10401.0,How the Grinch Stole Christmas
Michael Wilmington,fresh,170016.0,Chicago Tribune,"At its center, it has Carrey, whose nasty, catty Grinch is a hoot and a half.",2000-01-01,10401.0,How the Grinch Stole Christmas
,none,230591.0,Time Out,,2006-01-26,14080.0,One Day in September
,none,230591.0,Houston Chronicle,,2005-07-21,14080.0,One Day in September
,fresh,230591.0,Globe and Mail,,2002-03-22,14080.0,One Day in September
Michael Sragow,none,230591.0,Salon.com,,2002-01-10,14080.0,One Day in September
Roger Ebert,fresh,230591.0,Chicago Sun-Times,,2001-03-09,14080.0,One Day in September
Stanley Kauffmann,none,230591.0,The New Republic,,2001-03-08,14080.0,One Day in September
Edward Guthmann,fresh,230591.0,San Francisco Chronicle,,2001-02-07,14080.0,One Day in September
,none,230591.0,New York Times,,2000-01-01,14080.0,One Day in September
,none,211181.0,Time Out,,2006-01-26,9606.0,102 Dalmatians
Steve Murray,rotten,211181.0,Atlanta Journal-Constitution,,2001-04-09,9606.0,102 Dalmatians
Robert Denerstein,none,211181.0,Denver Rocky Mountain News,,2001-02-07,9606.0,102 Dalmatians
Kevin Thomas,rotten,211181.0,Los Angeles Times,Kevin Lima directs with as heavy a hand as Stephen Herek did the last time around -- and with a script even more contrived.,2000-01-01,9606.0,102 Dalmatians
James Berardinelli,rotten,211181.0,ReelViews,,2000-01-01,9606.0,102 Dalmatians
Paul Clinton (CNN.com),fresh,211181.0,CNN.com,"It's nothing new, just the same delightful brew.",2000-01-01,9606.0,102 Dalmatians
Gene Seymour,rotten,211181.0,Newsday,"This thing yips and whimpers like an indolent, egregiously cute Chihuahua.",2000-01-01,9606.0,102 Dalmatians
A.O. Scott,rotten,211181.0,New York Times,"In a season like this, what's one dog more or less?",2000-01-01,9606.0,102 Dalmatians
Kirk Honeycutt,rotten,211181.0,Hollywood Reporter,No comic bite -- and precious little bark.,2000-01-01,9606.0,102 Dalmatians
Bruce Fretts,rotten,211181.0,Entertainment Weekly,The sequel adds more insults and injuries that could traumatize little ones.,2000-01-01,9606.0,102 Dalmatians
Susan Stark,fresh,211181.0,Detroit News,Spirited entertainment for all but the youngest members of the group (Oddball faces peril that will haunt little ones).,2000-01-01,9606.0,102 Dalmatians
Desmond Ryan,fresh,211181.0,Philadelphia Inquirer,"Amiable, undemanding family holiday entertainment.",2000-01-01,9606.0,102 Dalmatians
Loren King,fresh,211181.0,Boston Globe,Close's combination of Norma Desmond and the Bride of Frankenstein will delight adults as much as the kids will be amused by the high jinks of the adorable puppies.,2000-01-01,9606.0,102 Dalmatians
Lou Lumenick,fresh,211181.0,New York Post,The rare family movie that works on two levels.,2000-01-01,9606.0,102 Dalmatians
Lawrence Terenzi,rotten,211181.0,Mr. Showbiz,A film without mirth or magic.,2000-01-01,9606.0,102 Dalmatians
